
0; 500

0; 520

0.00268666; 540

0.00336266; 560

0.00336266; 580

0.00336266; 600

0.00336266; 620

0.00604065; 640

0.00671665; 660

0.00671665; 680

0.00671665; 700

0.009413; 720

0.0141237; 740

0.0141237; 760

0.0141237; 780

0.0168164; 800

0.0168164; 820

0.0168164; 840

0.0201716; 860

0.0201716; 880

0.0228616; 900

0.0228616; 920

0.0363086; 940

0.0363086; 960

0.0363086; 980

0.0369833; 1000

0.0369833; 1020

0.0376633; 1040

0.0376633; 1060

0.0403573; 1080

0.0403636; 1100

0.0504789; 1120

0.0504789; 1140

0.0578856; 1160

0.0652889; 1180

0.0652889; 1200

0.0679766; 1220

0.0679766; 1240

0.101555; 1260

0.101555; 1280

0.101555; 1300

0.104923; 1320

0.107602; 1340

0.107602; 1360

0.107602; 1380

0.110963; 1400

0.110963; 1420

0.114592; 1440

0.114592; 1460

0.117957; 1480
