
0.00268133; 500

0.0100743; 520

0.0100743; 540

0.0135613; 560

0.0135613; 580

0.0169217; 600

0.0202887; 620

0.0236634; 640

0.0263507; 660

0.0303727; 680

0.033071; 700

0.0364296; 720

0.037105; 740

0.0406404; 760

0.043317; 780

0.0473617; 800

0.0507317; 820

0.0574644; 840

0.060148; 860

0.064173; 880

0.067564; 900

0.071781; 920

0.0778274; 940

0.0818533; 960

0.0852187; 980

0.088568; 1000

0.0952737; 1020

0.098625; 1040

0.101968; 1060

0.105318; 1080

0.11134; 1100

0.115356; 1120

0.118717; 1140

0.124753; 1160

0.128105; 1180

0.134821; 1200

0.138184; 1220

0.144909; 1240

0.151671; 1260

0.158371; 1280

0.161044; 1300

0.168459; 1320

0.175214; 1340

0.181956; 1360

0.188678; 1380

0.198775; 1400

0.205498; 1420

0.212157; 1440

0.218874; 1460

0.231669; 1480
