
0; 500

0.00217096; 520

0.00217096; 540

0.00217096; 560

0.00217096; 580

0.00217096; 600

0.00217096; 620

0.00217096; 640

0.00217096; 660

0.00217096; 680

0.00217096; 700

0.00217096; 720

0.00217096; 740

0.00217096; 760

0.00217096; 780

0.00217096; 800

0.00738096; 820

0.00738096; 840

0.00738096; 860

0.00738096; 880

0.00738096; 900

0.00738096; 920

0.00738096; 940

0.00738096; 960

0.00738096; 980

0.00738096; 1000

0.00738096; 1020

0.00738096; 1040

0.00738096; 1060

0.00738096; 1080

0.012588; 1100

0.012588; 1120

0.012588; 1140

0.012588; 1160

0.012588; 1180

0.012588; 1200

0.012588; 1220

0.012588; 1240

0.012588; 1260

0.012588; 1280

0.012588; 1300

0.012588; 1320

0.0177953; 1340

0.0177953; 1360

0.0177953; 1380

0.0177953; 1400

0.0177953; 1420

0.0177953; 1440

0.0177953; 1460

0.0177953; 1480
