
0; 500

0; 520

0.0018127; 540

0.0018127; 560

0.00265765; 580

0.00265765; 600

0.00333603; 620

0.00333603; 640

0.00333603; 660

0.00333603; 680

0.00333603; 700

0.00333603; 720

0.00599798; 740

0.00599798; 760

0.00599798; 780

0.00599798; 800

0.00599798; 820

0.00599798; 840

0.00866437; 860

0.00866437; 880

0.00866437; 900

0.00866437; 920

0.00866437; 940

0.0113307; 960

0.0113307; 980

0.0113307; 1000

0.0113307; 1020

0.0113307; 1040

0.0139973; 1060

0.0139973; 1080

0.0139973; 1100

0.0139973; 1120

0.016664; 1140

0.016664; 1160

0.016664; 1180

0.0193314; 1200

0.0193314; 1220

0.0193314; 1240

0.0212163; 1260

0.0223747; 1280

0.0229216; 1300

0.0229216; 1320

0.0229216; 1340

0.0229216; 1360

0.0229216; 1380

0.0254407; 1400

0.026117; 1420

0.026117; 1440

0.026117; 1460

0.026117; 1480
