
0.00565068; 500

0.00731301; 520

0.00831072; 540

0.00997567; 560

0.0119677; 580

0.0139623; 600

0.0164616; 620

0.040495; 640

0.0511587; 660

0.0571706; 680

0.0609976; 700

0.0643219; 720

0.0910049; 740

0.0939969; 760

0.0983186; 780

0.101688; 800

0.106021; 820

0.109345; 840

0.115684; 860

0.12067; 880

0.128687; 900

0.135015; 920

0.140852; 940

0.146516; 960

0.158854; 980

0.163519; 1000

0.167854; 1020

0.182184; 1040

0.194856; 1060

0.20388; 1080

0.209712; 1100

0.217703; 1120

0.222874; 1140

0.229867; 1160

0.247875; 1180

0.255545; 1200

0.264373; 1220

0.272377; 1240

0.280706; 1260

0.287735; 1280

0.296216; 1300

0.303863; 1320

0.311509; 1340

0.319821; 1360

0.328132; 1380

0.337108; 1400

0.350073; 1420

0.359381; 1440

0.369355; 1460

0.379329; 1480
