
0.00199509; 500

0.00398978; 520

0.00598447; 540

0.0202792; 560

0.0239368; 580

0.0275939; 600

0.0309178; 620

0.0349075; 640

0.0392295; 660

0.0482055; 680

0.0601741; 700

0.0684845; 720

0.0857712; 740

0.0974058; 760

0.116355; 780

0.124997; 800

0.145608; 820

0.156579; 840

0.165888; 860

0.175197; 880

0.183508; 900

0.192816; 920

0.198281; 940

0.202935; 960

0.207589; 980

0.213241; 1000

0.21856; 1020

0.223879; 1040

0.228865; 1060

0.234849; 1080

0.240833; 1100

0.246817; 1120

0.253466; 1140

0.260115; 1160

0.266764; 1180

0.273745; 1200

0.281059; 1220

0.288705; 1240

0.297017; 1260

0.309982; 1280

0.322615; 1300

0.330926; 1320

0.339902; 1340

0.349543; 1360

0.358851; 1380

0.369157; 1400

0.379131; 1420

0.388772; 1440

0.403399; 1460

0.413705; 1480
